42	70	7
42	71	15
42	72	1
42	73	5
43	46	51
43	47	23
43	49	50
43	51	11
43	52	6
43	53	10
43	54	9
43	56	8
43	57	4
43	59	2
43	62	10
43	63	13
43	65	9
43	66	6
43	68	3
43	69	20
43	70	9
43	71	10
43	72	3
44	45	4
44	46	22
44	47	18
44	48	2
44	49	28
44	51	3
44	52	5
44	53	1
44	54	2
44	55	1
44	57	1
44	61	1
44	62	6
44	63	16
44	64	3
44	65	2
44	66	1
44	67	2
44	69	2
44	71	1
44	73	1
45	46	34
45	47	23
45	49	54
45	50	2
45	51	1
45	52	3
45	54	3
45	55	3
45	57	1
45	60	1
45	61	13
45	62	11
45	63	10
45	65	3
45	67	1
45	68	1
45	69	1
45	70	18
45	71	4
46	47	135
46	48	6
46	49	287
46	50	38
46	51	14
46	52	45
46	53	6
46	54	32
46	55	29
46	56	18
46	57	29
46	58	13
46	59	17
46	60	39
46	61	87
46	62	73
46	63	176
46	64	12
46	65	102
46	66	93
46	67	33
46	68	33
46	69	18
46	70	9
46	71	49
46	72	17
46	73	11
47	48	12
47	49	181
47	50	8
47	51	20
47	52	41
47	53	10
47	54	26
47	55	14
47	56	17
47	57	65
47	58	10
47	59	20
47	60	16
47	61	35
47	62	54
47	63	146
47	64	28
47	65	66
47	66	95
47	67	34
47	68	15
47	69	13
47	70	23
47	71	38
47	72	7
47	73	21
48	49	21
48	52	1
48	53	2
48	56	1
48	57	6
48	58	1
48	60	1
48	62	7
48	63	25
48	65	14
48	66	6
48	67	7
48	68	1
48	70	1
48	71	2
48	72	2
48	73	2
49	50	33
49	51	30
49	52	50
49	53	11
49	54	10
49	55	17
49	56	33
49	57	31
49	58	31
49	59	33
49	60	56
49	61	73
49	62	118
49	63	267
49	64	15
49	65	161
49	66	106
49	67	43
49	68	34
49	69	32
49	70	33
49	71	28
49	72	9
49	73	20
50	56	8
50	57	5
50	59	4
50	63	15
50	65	3
50	66	6
50	67	1
50	68	8
50	70	11
50	73	5
51	52	5
51	53	2
51	54	4
51	56	4
51	57	8
51	58	6
51	59	5
51	60	1
51	62	3
51	63	19
51	64	6
51	65	9
51	66	5
51	67	5
51	68	2
51	69	7
51	71	8
51	72	3
52	53	6
52	54	2
52	55	1
52	56	10
52	57	11
52	59	1
52	60	1
52	61	15
52	62	9
52	63	46
52	64	1
52	65	21
52	66	29
52	67	29
52	68	9
52	70	5
52	71	11
52	72	2
52	73	6
53	54	1
53	57	9
53	59	6
53	63	8
53	64	2
53	65	9
53	66	8
53	67	1
53	68	1
53	70	2
53	71	2
53	72	1
53	73	2
54	55	5
54	56	1
54	60	3
54	61	2
54	62	1
54	63	5
54	64	2
54	65	12
54	66	10
54	67	1
54	68	1
54	69	1
54	70	2
54	71	20
54	72	1
55	61	20
55	62	8
55	63	2
55	65	3
55	66	4
55	67	2
55	69	1
55	71	5
55	72	1
56	57	5
56	58	2
56	59	1
56	60	4
56	62	6
56	63	29
56	65	25
56	66	15
56	67	7
56	68	17
56	69	6
56	70	14
56	71	5
56	72	2
57	59	24
57	62	10
57	63	42
57	64	16
57	65	23
57	66	76
57	67	12
57	69	5
57	70	2
57	73	8
58	62	16
58	63	47
58	65	11
58	66	5
58	67	4
58	68	3
58	70	2
58	71	2
58	73	8
59	62	4
59	63	10
59	64	8
59	65	10
59	66	23
59	67	2
59	69	20
59	70	3
59	73	6
60	61	1
60	62	14
60	63	46
60	65	17
60	66	5
60	68	17
60	70	7
60	71	7
60	72	1
60	73	5
61	62	19
61	63	9
61	65	25
61	66	4
61	67	3
61	68	2
61	69	3
61	70	5
61	71	2
61	72	3
62	63	68
62	64	2
62	65	35
62	66	21
62	67	9
62	68	16
62	69	9
62	70	12
62	71	2
62	72	1
62	73	7
63	64	22
63	65	113
63	66	146
63	67	41
63	68	16
63	69	14
63	70	45
63	71	29
63	72	16
63	73	51
64	65	3
64	66	21
64	67	6
64	68	3
64	71	4
64	72	1
64	73	4
65	66	53
65	67	17
65	68	14
65	69	5
65	70	10
65	71	16
65	72	6
65	73	11
66	67	23
66	68	8
66	69	7
66	70	6
66	71	7
66	72	4
66	73	13
67	68	11
67	69	2
67	71	9
67	72	2
67	73	4
68	69	2
68	70	13
68	71	4
68	72	2
69	71	4
69	72	4
70	71	1
70	72	1
70	73	4
71	72	6
72	73	1
